GlobalID,InfraYear,Region,Province,Municipality,ImplementingOffice,ProjectID,ProjectDescription,ProjectComponentID,ProjectComponentDescription,Program,TypeofWork,infra_type,Longitude,Latitude,ContractID,ABC,ContractCost,CompletionDateOriginal,CompletionYear,Contractor,ObjectId,CreationDate,Creator,EditDate,Editor,FundingYear,LegislativeDistrict,DistrictEngineeringOffice,ABC_String,ContractCost_String,CompletionDateActual,StartDate,type,slug
10ebced6-f95c-4190-bd69-e010457825a3,2024,Region IV-B,ISABELA,ROXAS (ISABELA),Palawan 1st District Engineering Office,P00820974LZ,"Construction of Flood Control Structure along Tulariquin River (RS), Roxas, Palawan",P00820974LZ-CW1,"Construction of Flood Mitigation Structure - Construction of Flood Control Structure along Tulariquin River (RS), Roxas, Palawan",,Construction of Flood Mitigation Structure,Flood Control Structures,119.21562,10.147,24EE0036,48249976.12,48249914.4,1734652800000,2024,YURICH BUILDERS AND CONSTRUCTION SUPPLY INC. / F.F. GALANG CONSTRUCTION,11,1754268322388,dpwh_view,1754303523936,dpwh_view,2024,PALAWAN (FIRST LEGISLATIVE DISTRICT),Palawan 1st District Engineering Office,48249976.12,48249914.4,2024-12-11,05/20/2024,flood_control,construction-of-flood-control-structure-along-tulariquin-river-rs-roxas-palawan-24ee0036
ccaf0626-00d6-4d87-8544-0404fe4f0075,2024,Region IV-B,ISABELA,ROXAS (ISABELA),Palawan 1st District Engineering Office,P00820979LZ,"Construction of Slope Protection Structure along Tagumpay Bridge, Roxas, Palawan",P00820979LZ-CW1,"Construction of Flood Mitigation Structure - Construction of Slope Protection Structure along Tagumpay Bridge, Roxas, Palawan",,Construction of Flood Mitigation Structure,Flood Control Structures,119.22557,10.27601,24EE0020,44099975.3,44095477.55,1727913600000,2024,YURICH BUILDERS AND CONSTRUCTION SUPPLY INC. / SEVEN DIGIT CONSTRUCTION AND TRUCKING SERVICES CORP. (FORMERLY: SEVEN DIGIT CONSTRUCTION & SUPPLIES),12,1754268322388,dpwh_view,1754303523936,dpwh_view,2024,PALAWAN (FIRST LEGISLATIVE DISTRICT),Palawan 1st District Engineering Office,44099975.3,44095477.55,2024-10-15,02/14/2024,flood_control,construction-of-slope-protection-structure-along-tagumpay-bridge-roxas-palawan-24ee0020
b98fd567-a3a4-47bb-9a5d-add9f327969d,2022,Region IV-B,PALAWAN,ROXAS (PALAWAN),Palawan 1st District Engineering Office,P00632934LZ,"Construction of Sea Wall, Barangay Caramay, Roxas, Palawan",P00632934LZ-CW1,"Construction of Flood Mitigation Structure - Construction of Sea Wall, Barangay Caramay, Roxas, Palawan",,Construction of Flood Mitigation Structure,Flood Control Structures,119.231534,10.183842,22EE0036,4949962.82,4949962.82,1658966400000,2022,A.P. CONSEBIDO CONSTRUCTION AND TRADING,13,1754268322388,dpwh_view,1754303523936,dpwh_view,2022,PALAWAN (FIRST LEGISLATIVE DISTRICT),Palawan 1st District Engineering Office,4949962.82,4949962.82,2022-07-29,02/17/2022,flood_control,construction-of-sea-wall-barangay-caramay-roxas-palawan-22ee0036
2a9386d4-8655-4dd7-bf63-c3f72aaef593,2024,Region IV-B,ISABELA,ROXAS (ISABELA),Palawan 1st District Engineering Office,P00844779LZ,"Construction/Improvement of Storm Drainage System at Purok Zambales, Brgy. 3, Roxas, Palawan",P00844779LZ-CW1,"Construction of Drainage Structure - Construction/Improvement of Storm Drainage System at Purok Zambales, Brgy. 3, Roxas, Palawan",,Construction of Drainage Structure,Flood Control Structures,119.34648,10.32404,24EE0113,9899934.12,9784647.85,1725667200000,2024,M.G.M. CONSTRUCTION,14,1754268322388,dpwh_view,1754303523936,dpwh_view,2024,PALAWAN (FIRST LEGISLATIVE DISTRICT),Palawan 1st District Engineering Office,9899934.12,9784647.85,2024-12-20,03/18/2024,flood_control,constructionimprovement-of-storm-drainage-system-at-purok-zambales-brgy-3-roxas-palawan-24ee0113
53fb5c4f-f246-4881-ba8b-738bc85234d3,2024,Region IV-B,ISABELA,ROXAS (ISABELA),Palawan 1st District Engineering Office,P00820975LZ,"Construction of Slope Protection Structure along Iraan Bridge, Roxas, Palawan",P00820975LZ-CW1,"Construction of Flood Mitigation Structure - Construction of Slope Protection Structure along Iraan Bridge, Roxas, Palawan",,Construction of Flood Mitigation Structure,Flood Control Structures,119.37435,10.42931,24EE0017,44099956.7,44097536.12,1727913600000,2024,YURICH BUILDERS AND CONSTRUCTION SUPPLY INC. / SEVEN DIGIT CONSTRUCTION AND TRUCKING SERVICES CORP. (FORMERLY: SEVEN DIGIT CONSTRUCTION & SUPPLIES),15,1754268322388,dpwh_view,1754303523936,dpwh_view,2024,PALAWAN (FIRST LEGISLATIVE DISTRICT),Palawan 1st District Engineering Office,44099956.7,44097536.12,2024-10-15,02/14/2024,flood_control,construction-of-slope-protection-structure-along-iraan-bridge-roxas-palawan-24ee0017
3ac7782c-4319-40e6-b50b-91d790bb4743,2021,Region IV-B,PALAWAN,,Palawan 1st District Engineering Office,P00561401LZ,"Construction of Seawall, Brgy. Buenasuerte, El Nido, Palawan",P00561401LZ-CW1,"Construction of Flood Mitigation Structure - Construction of Seawall, Brgy. Buenasuerte, El Nido, Palawan",,Construction of Flood Mitigation Structure,Flood Control Structures,119.3863889,11.18027778,21EE0101,9899984.53,7778048.48,1653523200000,2023,LOUIESE TRADING AND CONSTRUCTION,16,1754268322388,dpwh_view,1754303523936,dpwh_view,2021,PALAWAN (FIRST LEGISLATIVE DISTRICT),Palawan 1st District Engineering Office,9899984.53,7778048.48,2023-06-25,01/24/2022,flood_control,construction-of-seawall-brgy-buenasuerte-el-nido-palawan-21ee0101
9614dc72-8dbd-4b62-95f9-cac3975c36c9,2024,Region IV-B,PALAWAN,EL NIDO (BACUIT) (PALAWAN),Palawan 1st District Engineering Office,P00820977LZ,"Construction of Slope Protection Structure along Lamoro Bridge 1, El Nido, Palawan",P00820977LZ-CW1,"Construction of Flood Mitigation Structure - Construction of Slope Protection Structure along Lamoro Bridge 1, El Nido, Palawan",,Construction of Flood Mitigation Structure,Flood Control Structures,119.41688,11.19344,24EE0074,44099949.37,44097774.54,1731888000000,2024,AR LUSTRE CONSTRUCTION CORPORATION (FORMERLY:A.R. LUSTRE JR. CONSTRUCTION) / A.R.L. CONSTRUCTION,17,1754268322388,dpwh_view,1754303523936,dpwh_view,2024,PALAWAN (FIRST LEGISLATIVE DISTRICT),Palawan 1st District Engineering Office,44099949.37,44097774.54,2024-11-19,02/14/2024,flood_control,construction-of-slope-protection-structure-along-lamoro-bridge-1-el-nido-palawan-24ee0074
97da2039-0d82-4794-aca2-3d3af711b5a1,2023,Region IV-B,PALAWAN,EL NIDO (BACUIT) (PALAWAN),Palawan 1st District Engineering Office,P00726267LZ,"Construction of Lamoro Bridge III Flood Control Structure, Sta. 0 + 000 - Sta. 0 + 080.85, El Nido, Palawan",P00726267LZ-CW1,"Construction of Flood Mitigation Structure - Construction of Lamoro Bridge III Flood Control Structure, Sta. 0 + 000 - Sta. 0 + 080.85, El Nido, Palawan",,Construction of Flood Mitigation Structure,Flood Control Structures,119.430384,11.243519,23EE0044,9064950.34,8929075.23,1693699200000,2023,12-30 CONSTRUCTION AND SUPPLY,18,1754268322388,dpwh_view,1754303523936,dpwh_view,2023,PALAWAN (FIRST LEGISLATIVE DISTRICT),Palawan 1st District Engineering Office,9064950.34,8929075.23,2023-12-08,04/18/2023,flood_control,construction-of-lamoro-bridge-iii-flood-control-structure-sta-0-000---sta-0-08085-el-nido-palawan-23ee0044
5334fbd7-dbfb-4ee5-9b1a-aa08302fa447,2023,Region IV-B,PALAWAN,ROXAS (PALAWAN),Palawan 1st District Engineering Office,P00742461LZ,"Construction of Drainage System, Tumarbong, Roxas, Palawan",P00742461LZ-CW1,"Construction of Drainage Structure - Construction of Drainage System, Tumarbong, Roxas, Palawan",,Construction of Drainage Structure,Flood Control Structures,119.461795,10.379389,23EE0063,4949974.91,4514354.14,1689897600000,2023,AFG CONSTRUCTION CORPORATION,19,1754268322388,dpwh_view,1754303523936,dpwh_view,2023,PALAWAN (FIRST LEGISLATIVE DISTRICT),Palawan 1st District Engineering Office,4949974.91,4514354.14,2023-06-29,03/30/2023,flood_control,construction-of-drainage-system-tumarbong-roxas-palawan-23ee0063
2ab40cfd-ae69-4680-83bf-fed1e0b14c1d,2024,Region IV-B,RIZAL,TAYTAY (RIZAL),Palawan 1st District Engineering Office,P00820972LZ,"Construction of Abongan CIS Drainage Canal, Taytay, Palawan",P00820972LZ-CW1,"Construction of Drainage Structure - Construction of Abongan CIS Drainage Canal, Taytay, Palawan",,Construction of Drainage Structure,Flood Control Structures,119.46259,10.68633,24EE0101,19599983.05,19598517.1,1729987200000,2024,REINASTAR TRADING AND CONSTRUCTION SUPPLY,20,1754268322388,dpwh_view,1754303523936,dpwh_view,2024,PALAWAN (FIRST LEGISLATIVE DISTRICT),Palawan 1st District Engineering Office,19599983.05,19598517.1,2024-10-28,02/14/2024,flood_control,construction-of-abongan-cis-drainage-canal-taytay-palawan-24ee0101
1311f999-2aae-4f6f-92ed-0e2e709f100f,2023,Region IV-B,PALAWAN,TAYTAY (PALAWAN),Palawan 1st District Engineering Office,P00726264LZ,"Construction of Bato Bridge Flood Control Structure, Taytay, Palawan",P00726264LZ-CW1,"Construction of Flood Mitigation Structure - Construction of Bato Bridge Flood Control Structure, Taytay, Palawan",,Construction of Flood Mitigation Structure,Flood Control Structures,119.493683,10.717258,23EE0027,9064927.16,9064029.8,1693094400000,2023,MAC BUILDERS CIVIL ENGINEERING CONSTRUCTION,21,1754268322388,dpwh_view,1754303523936,dpwh_view,2023,PALAWAN (FIRST LEGISLATIVE DISTRICT),Palawan 1st District Engineering Office,9064927.16,9064029.8,2023-10-23,03/15/2023,flood_control,construction-of-bato-bridge-flood-control-structure-taytay-palawan-23ee0027
9e23cf0b-899e-472f-95be-f3440200641c,2024,Region IV-B,RIZAL,TAYTAY (RIZAL),Palawan 1st District Engineering Office,P00820412LZ,"Construction of Slope Protection Structure along Balite Bridge, Taytay, Palawan",P00820412LZ-CW1,"Construction of Flood Mitigation Structure - Construction of Slope Protection Structure along Balite Bridge, Taytay, Palawan",,Construction of Flood Mitigation Structure,Flood Control Structures,119.496278,10.64284,24EE0055,96499945.21,96499967.12,1733961600000,2024,JASMIG CONSTRUCTION CORPORATION (FORMERLY: JASMIG CONSTRUCTION SUPPLY),22,1754268322388,dpwh_view,1754303523936,dpwh_view,2024,PALAWAN (FIRST LEGISLATIVE DISTRICT),Palawan 1st District Engineering Office,96499945.21,96499967.12,2024-08-27,02/14/2024,flood_control,construction-of-slope-protection-structure-along-balite-bridge-taytay-palawan-24ee0055
5c75f8e7-9510-4ff6-b75c-c3792c6e90dc,2024,Region IV-B,RIZAL,TAYTAY (RIZAL),Palawan 1st District Engineering Office,P00820414LZ,"Construction of Slope Protection Structure along Talog Bridge, Taytay, Palawan",P00820414LZ-CW1,"Construction of Flood Mitigation Structure - Construction of Slope Protection Structure along Talog Bridge, Taytay, Palawan",,Construction of Flood Mitigation Structure,Flood Control Structures,119.50026,10.64781,24EE0054,96499980.15,96499998.63,1736035200000,2024,JASMIG CONSTRUCTION CORPORATION (FORMERLY: JASMIG CONSTRUCTION SUPPLY),23,1754268322388,dpwh_view,1754303523936,dpwh_view,2024,PALAWAN (FIRST LEGISLATIVE DISTRICT),Palawan 1st District Engineering Office,96499980.15,96499998.63,2024-09-20,02/14/2024,flood_control,construction-of-slope-protection-structure-along-talog-bridge-taytay-palawan-24ee0054
7a16bc9c-f707-45a9-8844-c648bcc2bcb5,2024,Region I,PANGASINAN,AGNO (PANGASINAN),Pangasinan 1st District Engineering Office,P00843194LZ,"Construction of Flood Mitigation Structure along Balingcaguing River (Boboy Section), Sta. 000+180 - Sta. 000+610, Barangay Boboy, Agno, Pangasinan",P00843194LZ-CW1,"Construction of Flood Mitigation Structure - Construction of Flood Mitigation Structure along Balingcaguing River (Boboy Section), Sta. 000+180 - Sta. 000+610, Barangay Boboy, Agno, Pangasinan",,Construction of Flood Mitigation Structure,Flood Control Structures,119.778189,16.132714,24AG0137,96500000,96500000,1730505600000,2024,VILLAR GENERAL CONSTRUCTION AND SUPPLIES / RANIA CONSTRUCTION AND SUPPLIES,24,1754268322388,dpwh_view,1754303523936,dpwh_view,2024,PANGASINAN (FIRST LEGISLATIVE DISTRICT),Pangasinan 1st District Engineering Office,96500000,96500000,2024-09-25,04/08/2024,flood_control,construction-of-flood-mitigation-structure-along-balingcaguing-river-boboy-section-sta-000180---sta-000610-barangay-boboy-agno-pangasinan-24ag0137
b1c0ab60-5941-4323-9efd-27a8eda0e533,2024,Region I,PANGASINAN,AGNO (PANGASINAN),Pangasinan 1st District Engineering Office,P00843195LZ,"Construction of Flood Mitigation Structure along Balingcaguing River (Boboy Section), Sta. 000+610 - Sta. 001+040, Barangay Boboy, Agno, Pangasinan",P00843195LZ-CW1,"Construction of Flood Mitigation Structure - Construction of Flood Mitigation Structure along Balingcaguing River (Boboy Section), Sta. 000+610 - Sta. 001+040, Barangay Boboy, Agno, Pangasinan",,Construction of Flood Mitigation Structure,Flood Control Structures,119.781525,16.134808,24AG0138,96500000,96500000,1730505600000,2024,RANIA CONSTRUCTION AND SUPPLIES / JHI CONSTRUCTION & SUPPLY,25,1754268322388,dpwh_view,1754303523936,dpwh_view,2024,PANGASINAN (FIRST LEGISLATIVE DISTRICT),Pangasinan 1st District Engineering Office,96500000,96500000,2024-09-25,04/08/2024,flood_control,construction-of-flood-mitigation-structure-along-balingcaguing-river-boboy-section-sta-000610---sta-001040-barangay-boboy-agno-pangasinan-24ag0138
8ddbfc3a-89ed-418e-bcdc-4dc61d59a7d6,2023,Region I,PANGASINAN,AGNO (PANGASINAN),Pangasinan 1st District Engineering Office,P00726326LZ,"Construction of Flood Mitigation Structure along Balingcaguing River (Aloleng Section), Sta. 002+019.5 - Sta. 002+536.1, Barangay Aloleng, Agno, Pangasinan",P00726326LZ-CW1,"Construction of Flood Mitigation Structure - Construction of Flood Mitigation Structure along Balingcaguing River (Aloleng Section), Sta. 002+019.5 - Sta. 002+536.1, Barangay Aloleng, Agno, Pangasinan",,Construction of Flood Mitigation Structure,Flood Control Structures,119.787802,16.128232,23AG0024,77200000,77200000,1701993600000,2023,SAMANTHA ENTERPRISES / ALCEL CONSTRUCTION,26,1754268322388,dpwh_view,1754303523936,dpwh_view,2023,PANGASINAN (FIRST LEGISLATIVE DISTRICT),Pangasinan 1st District Engineering Office,77200000,77200000,2023-12-07,03/30/2023,flood_control,construction-of-flood-mitigation-structure-along-balingcaguing-river-aloleng-section-sta-0020195---sta-0025361-barangay-aloleng-agno-pangasinan-23ag0024
4930b889-6f46-4d84-ba7c-83ab94d599ba,2024,Region I,PANGASINAN,AGNO (PANGASINAN),Pangasinan 1st District Engineering Office,P00820714LZ,"Construction of Flood Mitigation Facilities along Balingcaguing River (Aloleng Section), Sta. 002+059 - Sta. 002+303, Barangay Aloleng, Agno, Pangasinan",P00820714LZ-CW1,"Construction of Flood Mitigation Structure - Construction of Flood Mitigation Facilities along Balingcaguing River (Aloleng Section), Sta. 002+059 - Sta. 002+303, Barangay Aloleng, Agno, Pangasinan",,Construction of Flood Mitigation Structure,Flood Control Structures,119.787876,16.131694,24AG0017,49000000,49000000,1725062400000,2024,JONIK TRADING & CONSTRUCTION,27,1754268322388,dpwh_view,1754303523936,dpwh_view,2024,PANGASINAN (FIRST LEGISLATIVE DISTRICT),Pangasinan 1st District Engineering Office,49000000,49000000,2024-05-03,02/05/2024,flood_control,construction-of-flood-mitigation-facilities-along-balingcaguing-river-aloleng-section-sta-002059---sta-002303-barangay-aloleng-agno-pangasinan-24ag0017
82e9acf7-5a04-461f-a0c4-c8c4a00d3cb1,2024,Region I,PANGASINAN,AGNO (PANGASINAN),Pangasinan 1st District Engineering Office,P00820122LZ,"Construction of Flood Mitigation Structure along Balingcaguing River (Aloleng Section), Sta. 002 + 896.6 - Sta. 003 + 296.6, Barangay Aloleng, Agno, Pangasinan",P00820122LZ-CW1,"Construction of Flood Mitigation Structure - Construction of Flood Mitigation Structure along Balingcaguing River (Aloleng Section), Sta. 002 + 896.6 - Sta. 003 + 296.6, Barangay Aloleng, Agno, Pangasinan",,Construction of Flood Mitigation Structure,Flood Control Structures,119.7881125833,16.1282539167,24AG0112,96500000,96500000,1736640000000,2024,SAMANTHA ENTERPRISES / ALCEL CONSTRUCTION,28,1754268322388,dpwh_view,1754303523936,dpwh_view,2024,PANGASINAN (FIRST LEGISLATIVE DISTRICT),Pangasinan 1st District Engineering Office,96500000,96500000,2024-12-17,04/19/2024,flood_control,construction-of-flood-mitigation-structure-along-balingcaguing-river-aloleng-section-sta-002-8966---sta-003-2966-barangay-aloleng-agno-pangasinan-24ag0112
c736b09e-78ee-4c0b-a3df-8d1ac427a8e5,2024,Region I,PANGASINAN,AGNO (PANGASINAN),Pangasinan 1st District Engineering Office,P00820127LZ,"Construction of Flood Mitigation Structure along Balingcaguing River (Poblacion West Section), Sta. 001+848 - Sta. 002+278, Barangay Poblacion West, Agno, Pangasinan",P00820127LZ-CW1,"Construction of Flood Mitigation Structure - Construction of Flood Mitigation Structure along Balingcaguing River (Poblacion West Section), Sta. 001+848 - Sta. 002+278, Barangay Poblacion West, Agno, Pangasinan",,Construction of Flood Mitigation Structure,Flood Control Structures,119.78954,16.128628,24AG0015,96500000,96500000,1733184000000,2024,ALCEL CONSTRUCTION,29,1754268322388,dpwh_view,1754303523936,dpwh_view,2024,PANGASINAN (FIRST LEGISLATIVE DISTRICT),Pangasinan 1st District Engineering Office,96500000,96500000,2024-08-27,02/12/2024,flood_control,construction-of-flood-mitigation-structure-along-balingcaguing-river-poblacion-west-section-sta-001848---sta-002278-barangay-poblacion-west-agno-pangasinan-24ag0015
